code,type,county
66022,T,WASHINGTON
66024,T,WASHINGTON
66026,T,WASHINGTON
66131,V,WASHINGTON
66141,V,WASHINGTON
66142,V,WASHINGTON
66161,V,WASHINGTON
66166,V,WASHINGTON
66181,V,WASHINGTON
66236,C,WASHINGTON
66291,C,WASHINGTON
66999,Y,WASHINGTON
67002,T,WAUKESHA
67004,T,WAUKESHA
67006,T,WAUKESHA
67008,T,WAUKESHA
67010,T,WAUKESHA
67014,T,WAUKESHA
67016,T,WAUKESHA
67022,T,WAUKESHA
67024,T,WAUKESHA
67106,V,WAUKESHA
67107,V,WAUKESHA
67111,V,WAUKESHA
67116,V,WAUKESHA
67121,V,WAUKESHA
67122,V,WAUKESHA
67136,V,WAUKESHA
67146,V,WAUKESHA
67147,V,WAUKESHA
67151,V,WAUKESHA
67152,V,WAUKESHA
67153,V,WAUKESHA
67158,V,WAUKESHA
67161,V,WAUKESHA
67166,V,WAUKESHA
67171,V,WAUKESHA
67172,V,WAUKESHA
67181,V,WAUKESHA
67186,V,WAUKESHA
67191,V,WAUKESHA
67195,V,WAUKESHA
67206,C,WAUKESHA
67216,C,WAUKESHA
67251,C,WAUKESHA
67261,C,WAUKESHA
67265,C,WAUKESHA
67270,C,WAUKESHA
67291,C,WAUKESHA
67999,Y,WAUKESHA
68002,T,WAUPACA
68004,T,WAUPACA
68006,T,WAUPACA
68008,T,WAUPACA
68010,T,WAUPACA
68012,T,WAUPACA
68014,T,WAUPACA
68016,T,WAUPACA
68018,T,WAUPACA
68020,T,WAUPACA
68022,T,WAUPACA
68024,T,WAUPACA
68026,T,WAUPACA
68028,T,WAUPACA
68030,T,WAUPACA
68032,T,WAUPACA
68034,T,WAUPACA
68036,T,WAUPACA
68038,T,WAUPACA
68040,T,WAUPACA
68042,T,WAUPACA
68044,T,WAUPACA
68106,V,WAUPACA
68121,V,WAUPACA
68126,V,WAUPACA
68141,V,WAUPACA
68165,V,WAUPACA
68181,V,WAUPACA
68211,C,WAUPACA
68251,C,WAUPACA
68252,C,WAUPACA
68261,C,WAUPACA
68291,C,WAUPACA
68292,C,WAUPACA
68999,Y,WAUPACA
69002,T,WAUSHARA
69004,T,WAUSHARA
69006,T,WAUSHARA
69008,T,WAUSHARA
69010,T,WAUSHARA
69012,T,WAUSHARA
69014,T,WAUSHARA
69016,T,WAUSHARA
69018,T,WAUSHARA
69020,T,WAUSHARA
69022,T,WAUSHARA
69024,T,WAUSHARA
69026,T,WAUSHARA
69028,T,WAUSHARA
69030,T,WAUSHARA
69032,T,WAUSHARA
69034,T,WAUSHARA
69036,T,WAUSHARA
69111,V,WAUSHARA
69136,V,WAUSHARA
69146,V,WAUSHARA
69171,V,WAUSHARA
69176,V,WAUSHARA
69191,V,WAUSHARA
69291,C,WAUSHARA
69999,Y,WAUSHARA
70002,T,WINNEBAGO
70004,T,WINNEBAGO
70006,T,WINNEBAGO
70010,T,WINNEBAGO
70012,T,WINNEBAGO
70014,T,WINNEBAGO
70016,T,WINNEBAGO
70018,T,WINNEBAGO
70020,T,WINNEBAGO
70022,T,WINNEBAGO
70024,T,WINNEBAGO
70026,T,WINNEBAGO
70028,T,WINNEBAGO
70030,T,WINNEBAGO
70032,T,WINNEBAGO
70121,V,WINNEBAGO
70191,V,WINNEBAGO
70251,C,WINNEBAGO
70261,C,WINNEBAGO
70265,C,WINNEBAGO
70266,C,WINNEBAGO
70999,Y,WINNEBAGO
71002,T,WOOD
71004,T,WOOD
71006,T,WOOD
71008,T,WOOD
71010,T,WOOD
71012,T,WOOD
71014,T,WOOD
71016,T,WOOD
71018,T,WOOD
71020,T,WOOD
71022,T,WOOD
71024,T,WOOD
71026,T,WOOD
71028,T,WOOD
71030,T,WOOD
71032,T,WOOD
71034,T,WOOD
71036,T,WOOD
71038,T,WOOD
71040,T,WOOD
71042,T,WOOD
71044,T,WOOD
71100,V,WOOD
71101,V,WOOD
71106,V,WOOD
71122,V,WOOD
71151,V,WOOD
71171,V,WOOD
71178,V,WOOD
71186,V,WOOD
71251,C,WOOD
71261,C,WOOD
71271,C,WOOD
71291,C,WOOD
71999,Y,WOOD
72001,T,MENOMINEE
72999,Y,MENOMINEE
5006,T,Brown
5016,T,Brown
5038,T,Brown
8010,T,Calumet
13068,T,Dane
14048,T,Dodge
30004,T,Kenosha
30012,T,Kenosha
30181,T,Kenosha
37050,T,Marathon
37052,T,Marathon
37106,T,Marathon
51004,T,Racine
51008,T,Racine
51012,T,Racine
51014,T,Racine
51018,T,Racine
66020,T,Washington
67028,T,Waukesha
70008,T,Winnebago
